Date,Close
2018-01-01,151.49342830602245
2018-01-02,151.7168997036801
2018-01-03,153.5122767798815
2018-01-04,157.05833649269752
2018-01-05,157.09002974325085
2018-01-08,157.1217558293525
2018-01-09,160.7801814603673
2018-01-10,162.8150509186731
2018-01-11,162.3761021468032
2018-01-12,163.96122223397512
2018-01-15,163.5343868483502
2018-01-16,163.1029273412097
2018-01-17,164.08685188434174
2018-01-18,160.76029139502617
2018-01-19,157.8104557300001
2018-01-22,157.18588067151813
2018-01-23,155.6602184308493
2018-01-24,156.78871309603986
2018-01-25,155.47266494499743
2018-01-26,153.14805754232685
2018-01-29,156.57935508016996
2018-01-30,156.62780247919687
2018-01-31,157.26285888857274
2018-02-01,154.9133625161458
2018-02-02,154.32459706709545
2018-02-05,155.04644224651517
2018-02-06,153.24445509167057
2018-02-07,154.49585112836192
2018-02-08,153.7945737485243
2018-02-09,153.71118624893776
2018-02-12,153.00777302447895
2018-02-13,157.21232939349684
2018-02-14,157.68533494402098
2018-02-15,156.06991308610918
2018-02-16,158.21500291031555
2018-02-19,156.27331561037352
2018-02-20,157.191042800383
2018-02-21,153.77170255262345
2018-02-22,151.6153304548266
2018-02-23,152.50905292656483
2018-02-26,154.48598608655567
2018-02-27,155.3287226489356
2018-02-28,155.59742608415914
2018-03-01,155.49521869298056
2018-03-02,153.0381747122457
2018-03-05,152.09848629545627
2018-03-06,151.67720875353672
2018-03-07,154.29145320597453
2018-03-08,155.47868978511147
2018-03-09,152.45260947438598
2018-03-12,153.6007774131756
2018-03-13,153.33061285234294
2018-03-14,152.47676885173104
2018-03-15,154.20012142941277
2018-03-16,156.76212047440467
2018-03-19,159.12468071263706
2018-03-20,157.9462456661918
2018-03-21,157.82782091448937
2018-03-22,158.99034777729648
2018-03-23,161.4414380315412
2018-03-26,160.98308955585063
2018-03-27,161.111771602523
2018-03-28,159.39910165451093
2018-03-29,157.50668840634958
2018-03-30,159.631740051138
2018-04-02,162.84422010827964
2018-04-03,163.20019986511898
2018-04-04,165.707265660903
2018-04-05,166.9305377109983
2018-04-06,166.14029820178803
2018-04-09,167.36308941280487
2018-04-10,170.9391625457368
2018-04-11,171.3675104675169
2018-04-12,174.9967977791449
2018-04-13,170.25730757096542
2018-04-16,172.40111257971586
2018-04-17,173.0752067161922
2018-04-18,172.97719201526047
2018-04-19,173.6607135683315
2018-04-20,170.1855757391297
2018-04-23,170.24623196345468
2018-04-24,171.46045710647817
2018-04-25,174.9162451959612
2018-04-26,174.3797047594139
2018-04-27,173.2627175536275
2018-04-30,172.75920346645844
2018-05-01,175.0900077018626
2018-05-02,176.24750992118197
2018-05-03,175.6879895136479
2018-05-04,177.2145243798746
2018-05-07,177.9086794785707
2018-05-08,180.34596945963645
2018-05-09,179.44186327188174
2018-05-10,179.28653897868622
2018-05-11,179.0023226724219
2018-05-14,176.57529277615765
2018-05-15,177.66753333028683
2018-05-16,178.6896438746466
2018-05-17,179.19987078793153
2018-05-18,179.23069652118122
2018-05-21,176.8999550370804
2018-05-22,176.55866439154968
2018-05-23,176.37323535849615
2018-05-24,175.2686808200529
2018-05-25,175.44610939672089
2018-05-28,176.75421111034996
2018-05-29,181.026582912771
2018-05-30,181.8757385384347
2018-05-31,182.89083931988023
2018-06-01,183.24194748834788
2018-06-04,179.9044050577498
2018-06-05,180.35137730685136
2018-06-06,180.97183772673344
2018-06-07,186.398321951704
2018-06-08,186.51360002214176
2018-06-11,187.61669470680897
2018-06-12,188.0472711673985
2018-06-13,186.20991509215943
2018-06-14,188.99556072118946
2018-06-15,190.99942678656302
2018-06-18,193.0814906806491
2018-06-19,191.76271577105962
2018-06-20,195.06830439293182
2018-06-21,192.76460226734727
2018-06-22,194.4383164549478
2018-06-25,199.31922770656774
2018-06-26,197.8381550563064
2018-06-27,197.20555959710083
2018-06-28,197.90486232727613
2018-06-29,197.39791101904373
2018-07-02,194.79658415691145
2018-07-03,195.4337101065235
2018-07-04,193.80910267907132
2018-07-05,195.25628754034167
2018-07-06,193.91743907187407
2018-07-09,197.51730788190915
2018-07-10,196.45080129723667
2018-07-11,196.3066782648253
2018-07-12,198.43371269956464
2018-07-13,196.47198406669673
2018-07-16,197.426903935905
2018-07-17,200.54118944446986
2018-07-18,197.8262229753474
2018-07-19,198.69549069241202
2018-07-20,199.71525628090887
2018-07-23,201.7789020244635
2018-07-24,199.8050006027073
2018-07-25,197.66408737653876
2018-07-26,199.2079705077726
2018-07-27,200.30193985423895
2018-07-30,201.3029255549307
2018-07-31,202.49582197392465
2018-08-01,201.63577253076767
